option,recall_images,target_image,hit,image_rank,is_top10
"this old, historical road is empty on this rainy morning","['unlabeled2017/000000460849.jpg', 'unlabeled2017/000000364495.jpg', 'unlabeled2017/000000439832.jpg', 'unlabeled2017/000000127728.jpg', 'unlabeled2017/000000551894.jpg', 'unlabeled2017/000000206105.jpg', 'unlabeled2017/000000546045.jpg', 'unlabeled2017/000000531615.jpg', 'unlabeled2017/000000332075.jpg', 'unlabeled2017/000000264202.jpg']",unlabeled2017/000000264202.jpg,True,89,0
the people are posing jokingly for funny pictures,"['unlabeled2017/000000265202.jpg', 'unlabeled2017/000000508546.jpg', 'unlabeled2017/000000555042.jpg', 'unlabeled2017/000000411373.jpg', 'unlabeled2017/000000162569.jpg', 'unlabeled2017/000000562206.jpg', 'unlabeled2017/000000145647.jpg', 'unlabeled2017/000000136364.jpg', 'unlabeled2017/000000292873.jpg', 'unlabeled2017/000000480788.jpg']",unlabeled2017/000000480788.jpg,True,7049,0
"a large, white bus parked in a parking ramp","['unlabeled2017/000000016229.jpg', 'unlabeled2017/000000249194.jpg', 'unlabeled2017/000000186388.jpg', 'unlabeled2017/000000346545.jpg', 'unlabeled2017/000000019685.jpg', 'unlabeled2017/000000506932.jpg', 'unlabeled2017/000000064371.jpg', 'unlabeled2017/000000105549.jpg', 'unlabeled2017/000000290879.jpg', 'unlabeled2017/000000115072.jpg']",unlabeled2017/000000290879.jpg,True,5,1
a single toilet sits inside an unfinished bathroom,"['unlabeled2017/000000394651.jpg', 'unlabeled2017/000000043896.jpg', 'unlabeled2017/000000340874.jpg', 'unlabeled2017/000000407331.jpg', 'unlabeled2017/000000027138.jpg', 'unlabeled2017/000000043247.jpg', 'unlabeled2017/000000281651.jpg', 'unlabeled2017/000000555864.jpg', 'unlabeled2017/000000347795.jpg', 'unlabeled2017/000000007540.jpg']",unlabeled2017/000000007540.jpg,True,0,1
a sign that indicates there is no skateboarding,"['unlabeled2017/000000223898.jpg', 'unlabeled2017/000000340513.jpg', 'unlabeled2017/000000546941.jpg', 'unlabeled2017/000000377442.jpg', 'unlabeled2017/000000253523.jpg', 'unlabeled2017/000000150383.jpg', 'unlabeled2017/000000359068.jpg', 'unlabeled2017/000000165321.jpg', 'unlabeled2017/000000519070.jpg', 'unlabeled2017/000000265418.jpg']",unlabeled2017/000000165321.jpg,True,1,1
a sink with different items on the wall,"['unlabeled2017/000000559026.jpg', 'unlabeled2017/000000354562.jpg', 'unlabeled2017/000000215065.jpg', 'unlabeled2017/000000308898.jpg', 'unlabeled2017/000000366363.jpg', 'unlabeled2017/000000404606.jpg', 'unlabeled2017/000000324224.jpg', 'unlabeled2017/000000516532.jpg', 'unlabeled2017/000000519498.jpg', 'unlabeled2017/000000281651.jpg']",unlabeled2017/000000366363.jpg,True,10,0
a train moving down the tracks while a car waits,"['unlabeled2017/000000258953.jpg', 'unlabeled2017/000000295226.jpg', 'unlabeled2017/000000562372.jpg', 'unlabeled2017/000000480130.jpg', 'unlabeled2017/000000499412.jpg', 'unlabeled2017/000000035780.jpg', 'unlabeled2017/000000501501.jpg', 'unlabeled2017/000000471063.jpg', 'unlabeled2017/000000177528.jpg', 'unlabeled2017/000000357381.jpg']",unlabeled2017/000000357381.jpg,True,393,0
a clean living room has stylish chairs and green walls,"['unlabeled2017/000000553515.jpg', 'unlabeled2017/000000477002.jpg', 'unlabeled2017/000000014164.jpg', 'unlabeled2017/000000014887.jpg', 'unlabeled2017/000000509296.jpg', 'unlabeled2017/000000346723.jpg', 'unlabeled2017/000000093660.jpg', 'unlabeled2017/000000049531.jpg', 'unlabeled2017/000000364638.jpg', 'unlabeled2017/000000027849.jpg']",unlabeled2017/000000509296.jpg,True,0,1
2 young cows grazing green grass in the pasture,"['unlabeled2017/000000469989.jpg', 'unlabeled2017/000000402601.jpg', 'unlabeled2017/000000475680.jpg', 'unlabeled2017/000000066954.jpg', 'unlabeled2017/000000393800.jpg', 'unlabeled2017/000000305942.jpg', 'unlabeled2017/000000031267.jpg', 'unlabeled2017/000000017645.jpg', 'unlabeled2017/000000142313.jpg', 'unlabeled2017/000000440969.jpg']",unlabeled2017/000000440969.jpg,True,156,0
sitting out front of a restaurant is a woman wearing blue eating some food with other customers standing nearby,"['unlabeled2017/000000382196.jpg', 'unlabeled2017/000000103143.jpg', 'unlabeled2017/000000569228.jpg', 'unlabeled2017/000000513333.jpg', 'unlabeled2017/000000438502.jpg', 'unlabeled2017/000000313667.jpg', 'unlabeled2017/000000396249.jpg', 'unlabeled2017/000000214456.jpg', 'unlabeled2017/000000197740.jpg', 'unlabeled2017/000000135768.jpg']",unlabeled2017/000000438502.jpg,True,0,1
the plate is filled with cucumbers and other vegetables,"['unlabeled2017/000000479247.jpg', 'unlabeled2017/000000406498.jpg', 'unlabeled2017/000000169899.jpg', 'unlabeled2017/000000180026.jpg', 'unlabeled2017/000000428815.jpg', 'unlabeled2017/000000107856.jpg', 'unlabeled2017/000000151240.jpg', 'unlabeled2017/000000091447.jpg', 'unlabeled2017/000000104266.jpg', 'unlabeled2017/000000214325.jpg']",unlabeled2017/000000406498.jpg,True,0,1
a man riding a bike down a city street,"['unlabeled2017/000000329905.jpg', 'unlabeled2017/000000138928.jpg', 'unlabeled2017/000000365064.jpg', 'unlabeled2017/000000383716.jpg', 'unlabeled2017/000000139062.jpg', 'unlabeled2017/000000285812.jpg', 'unlabeled2017/000000496414.jpg', 'unlabeled2017/000000007378.jpg', 'unlabeled2017/000000533975.jpg', 'unlabeled2017/000000307681.jpg']",unlabeled2017/000000329905.jpg,True,1,1
a hand holding a knife in a white kitchen,"['unlabeled2017/000000416060.jpg', 'unlabeled2017/000000523545.jpg', 'unlabeled2017/000000235926.jpg', 'unlabeled2017/000000465850.jpg', 'unlabeled2017/000000339982.jpg', 'unlabeled2017/000000280744.jpg', 'unlabeled2017/000000579027.jpg', 'unlabeled2017/000000243319.jpg', 'unlabeled2017/000000369396.jpg', 'unlabeled2017/000000261087.jpg']",unlabeled2017/000000523545.jpg,True,0,1
"a fluffy, black cat hovers over a bathtub filled with water","['unlabeled2017/000000368501.jpg', 'unlabeled2017/000000488774.jpg', 'unlabeled2017/000000080001.jpg', 'unlabeled2017/000000404624.jpg', 'unlabeled2017/000000520052.jpg', 'unlabeled2017/000000392256.jpg', 'unlabeled2017/000000322314.jpg', 'unlabeled2017/000000557271.jpg', 'unlabeled2017/000000146955.jpg', 'unlabeled2017/000000334917.jpg']",unlabeled2017/000000146955.jpg,True,0,1
a piece of electronic equipment sits next to a wall and another electronic device with cords attached,"['unlabeled2017/000000451080.jpg', 'unlabeled2017/000000109844.jpg', 'unlabeled2017/000000198854.jpg', 'unlabeled2017/000000024338.jpg', 'unlabeled2017/000000034463.jpg', 'unlabeled2017/000000370983.jpg', 'unlabeled2017/000000021570.jpg', 'unlabeled2017/000000054610.jpg', 'unlabeled2017/000000172837.jpg', 'unlabeled2017/000000092735.jpg']",unlabeled2017/000000198854.jpg,True,97,0
toilets lined up on the sidewalk of a street,"['unlabeled2017/000000376403.jpg', 'unlabeled2017/000000459691.jpg', 'unlabeled2017/000000264934.jpg', 'unlabeled2017/000000320394.jpg', 'unlabeled2017/000000223272.jpg', 'unlabeled2017/000000118064.jpg', 'unlabeled2017/000000425386.jpg', 'unlabeled2017/000000374030.jpg', 'unlabeled2017/000000168594.jpg', 'unlabeled2017/000000550558.jpg']",unlabeled2017/000000376403.jpg,True,0,1
"a living room with an oriental rug, 2 couches, a coffee table, and a entertainment system","['unlabeled2017/000000328710.jpg', 'unlabeled2017/000000034085.jpg', 'unlabeled2017/000000223363.jpg', 'unlabeled2017/000000502105.jpg', 'unlabeled2017/000000378242.jpg', 'unlabeled2017/000000209117.jpg', 'unlabeled2017/000000378105.jpg', 'unlabeled2017/000000475340.jpg', 'unlabeled2017/000000520539.jpg', 'unlabeled2017/000000017842.jpg']",unlabeled2017/000000017842.jpg,True,6,1
a blue bathroom has 2 windows on the wall,"['unlabeled2017/000000047707.jpg', 'unlabeled2017/000000433836.jpg', 'unlabeled2017/000000477463.jpg', 'unlabeled2017/000000486691.jpg', 'unlabeled2017/000000468831.jpg', 'unlabeled2017/000000350320.jpg', 'unlabeled2017/000000155590.jpg', 'unlabeled2017/000000457947.jpg', 'unlabeled2017/000000515520.jpg', 'unlabeled2017/000000181171.jpg']",unlabeled2017/000000181171.jpg,True,158,0
a giraffe walking by a car window on the street,"['unlabeled2017/000000395008.jpg', 'unlabeled2017/000000346495.jpg', 'unlabeled2017/000000176517.jpg', 'unlabeled2017/000000185680.jpg', 'unlabeled2017/000000293885.jpg', 'unlabeled2017/000000284100.jpg', 'unlabeled2017/000000474490.jpg', 'unlabeled2017/000000248422.jpg', 'unlabeled2017/000000069601.jpg', 'unlabeled2017/000000221354.jpg']",unlabeled2017/000000176517.jpg,True,1,1
a palm tree next to a building with wall art,"['unlabeled2017/000000312848.jpg', 'unlabeled2017/000000150622.jpg', 'unlabeled2017/000000493620.jpg', 'unlabeled2017/000000240183.jpg', 'unlabeled2017/000000403324.jpg', 'unlabeled2017/000000165663.jpg', 'unlabeled2017/000000244274.jpg', 'unlabeled2017/000000547907.jpg', 'unlabeled2017/000000389394.jpg', 'unlabeled2017/000000411677.jpg']",unlabeled2017/000000312848.jpg,True,0,1
a dog in a collar stands next to stairs,"['unlabeled2017/000000275745.jpg', 'unlabeled2017/000000391708.jpg', 'unlabeled2017/000000032420.jpg', 'unlabeled2017/000000024962.jpg', 'unlabeled2017/000000240687.jpg', 'unlabeled2017/000000444026.jpg', 'unlabeled2017/000000179890.jpg', 'unlabeled2017/000000245459.jpg', 'unlabeled2017/000000038189.jpg', 'unlabeled2017/000000228770.jpg']",unlabeled2017/000000275745.jpg,True,1,1
a small bathroom with a toilet in a corner,"['unlabeled2017/000000355034.jpg', 'unlabeled2017/000000444075.jpg', 'unlabeled2017/000000140957.jpg', 'unlabeled2017/000000541928.jpg', 'unlabeled2017/000000117561.jpg', 'unlabeled2017/000000156479.jpg', 'unlabeled2017/000000193935.jpg', 'unlabeled2017/000000264102.jpg', 'unlabeled2017/000000394651.jpg', 'unlabeled2017/000000103299.jpg']",unlabeled2017/000000103299.jpg,True,911,0
a barge sits in some calm water near a boardwalk,"['unlabeled2017/000000039271.jpg', 'unlabeled2017/000000490013.jpg', 'unlabeled2017/000000231976.jpg', 'unlabeled2017/000000379701.jpg', 'unlabeled2017/000000103445.jpg', 'unlabeled2017/000000180544.jpg', 'unlabeled2017/000000252516.jpg', 'unlabeled2017/000000292938.jpg', 'unlabeled2017/000000074079.jpg', 'unlabeled2017/000000158781.jpg']",unlabeled2017/000000158781.jpg,True,2,1
planes sit next to each other while assorted trucks sit around them,"['unlabeled2017/000000327390.jpg', 'unlabeled2017/000000502203.jpg', 'unlabeled2017/000000530612.jpg', 'unlabeled2017/000000312077.jpg', 'unlabeled2017/000000513922.jpg', 'unlabeled2017/000000089888.jpg', 'unlabeled2017/000000373042.jpg', 'unlabeled2017/000000023655.jpg', 'unlabeled2017/000000027092.jpg', 'unlabeled2017/000000066471.jpg']",unlabeled2017/000000066471.jpg,True,28,0
a clock with an eagle statue sits atop a white railing,"['unlabeled2017/000000140728.jpg', 'unlabeled2017/000000278429.jpg', 'unlabeled2017/000000044342.jpg', 'unlabeled2017/000000559845.jpg', 'unlabeled2017/000000137510.jpg', 'unlabeled2017/000000124356.jpg', 'unlabeled2017/000000055616.jpg', 'unlabeled2017/000000002778.jpg', 'unlabeled2017/000000505211.jpg', 'unlabeled2017/000000145167.jpg']",unlabeled2017/000000278429.jpg,True,1,1
a child hitting a tennis ball with a racket,"['unlabeled2017/000000379239.jpg', 'unlabeled2017/000000183533.jpg', 'unlabeled2017/000000260518.jpg', 'unlabeled2017/000000456231.jpg', 'unlabeled2017/000000157557.jpg', 'unlabeled2017/000000303397.jpg', 'unlabeled2017/000000434552.jpg', 'unlabeled2017/000000512815.jpg', 'unlabeled2017/000000491920.jpg', 'unlabeled2017/000000425164.jpg']",unlabeled2017/000000425164.jpg,True,281,0
a vase with flowers and 2 containers sitting on a table next to a window,"['unlabeled2017/000000089177.jpg', 'unlabeled2017/000000542967.jpg', 'unlabeled2017/000000504404.jpg', 'unlabeled2017/000000052880.jpg', 'unlabeled2017/000000441118.jpg', 'unlabeled2017/000000450178.jpg', 'unlabeled2017/000000227215.jpg', 'unlabeled2017/000000565222.jpg', 'unlabeled2017/000000561075.jpg', 'unlabeled2017/000000246283.jpg']",unlabeled2017/000000542967.jpg,True,5,1
curious cat gets head stuck in glass cup,"['unlabeled2017/000000529063.jpg', 'unlabeled2017/000000509252.jpg', 'unlabeled2017/000000077366.jpg', 'unlabeled2017/000000508178.jpg', 'unlabeled2017/000000580376.jpg', 'unlabeled2017/000000177635.jpg', 'unlabeled2017/000000153974.jpg', 'unlabeled2017/000000283374.jpg', 'unlabeled2017/000000238137.jpg', 'unlabeled2017/000000041440.jpg']",unlabeled2017/000000041440.jpg,True,3,1
a small bathroom with white fixtures and blue walls,"['unlabeled2017/000000047707.jpg', 'unlabeled2017/000000133853.jpg', 'unlabeled2017/000000250667.jpg', 'unlabeled2017/000000429647.jpg', 'unlabeled2017/000000060463.jpg', 'unlabeled2017/000000052646.jpg', 'unlabeled2017/000000130060.jpg', 'unlabeled2017/000000477463.jpg', 'unlabeled2017/000000375710.jpg', 'unlabeled2017/000000230677.jpg']",unlabeled2017/000000375710.jpg,True,28,0
a large plane is flying low to the ground over water and people watching,"['unlabeled2017/000000035934.jpg', 'unlabeled2017/000000233152.jpg', 'unlabeled2017/000000284919.jpg', 'unlabeled2017/000000522549.jpg', 'unlabeled2017/000000027284.jpg', 'unlabeled2017/000000223576.jpg', 'unlabeled2017/000000520748.jpg', 'unlabeled2017/000000261745.jpg', 'unlabeled2017/000000146762.jpg', 'unlabeled2017/000000551124.jpg']",unlabeled2017/000000551124.jpg,True,4,1
a giraffe reaching up and eating leaves from a tree,"['unlabeled2017/000000312021.jpg', 'unlabeled2017/000000376352.jpg', 'unlabeled2017/000000105141.jpg', 'unlabeled2017/000000103145.jpg', 'unlabeled2017/000000310899.jpg', 'unlabeled2017/000000060134.jpg', 'unlabeled2017/000000207936.jpg', 'unlabeled2017/000000468636.jpg', 'unlabeled2017/000000562173.jpg', 'unlabeled2017/000000549953.jpg']",unlabeled2017/000000549953.jpg,True,0,1
a gray cat licks a brown spotted cat,"['unlabeled2017/000000508688.jpg', 'unlabeled2017/000000433385.jpg', 'unlabeled2017/000000495362.jpg', 'unlabeled2017/000000310826.jpg', 'unlabeled2017/000000456332.jpg', 'unlabeled2017/000000407621.jpg', 'unlabeled2017/000000564942.jpg', 'unlabeled2017/000000156616.jpg', 'unlabeled2017/000000200151.jpg', 'unlabeled2017/000000106631.jpg']",unlabeled2017/000000508688.jpg,True,0,1
a baseball player getting ready to bat during a baseball game,"['unlabeled2017/000000146663.jpg', 'unlabeled2017/000000379617.jpg', 'unlabeled2017/000000431032.jpg', 'unlabeled2017/000000345163.jpg', 'unlabeled2017/000000322146.jpg', 'unlabeled2017/000000541741.jpg', 'unlabeled2017/000000046994.jpg', 'unlabeled2017/000000364671.jpg', 'unlabeled2017/000000313519.jpg', 'unlabeled2017/000000017447.jpg']",unlabeled2017/000000017447.jpg,True,393,0
"a tiled bathroom with wooden cabinets, a sink, a toilet, and a bathtub","['unlabeled2017/000000291240.jpg', 'unlabeled2017/000000556786.jpg', 'unlabeled2017/000000469012.jpg', 'unlabeled2017/000000438616.jpg', 'unlabeled2017/000000048149.jpg', 'unlabeled2017/000000090470.jpg', 'unlabeled2017/000000436887.jpg', 'unlabeled2017/000000549076.jpg', 'unlabeled2017/000000095354.jpg', 'unlabeled2017/000000121922.jpg']",unlabeled2017/000000121922.jpg,True,58,0
2 red leather sofas sit on the sides of a wooden table in a living room,"['unlabeled2017/000000046744.jpg', 'unlabeled2017/000000182914.jpg', 'unlabeled2017/000000205602.jpg', 'unlabeled2017/000000355350.jpg', 'unlabeled2017/000000502105.jpg', 'unlabeled2017/000000504812.jpg', 'unlabeled2017/000000023885.jpg', 'unlabeled2017/000000328710.jpg', 'unlabeled2017/000000520539.jpg', 'unlabeled2017/000000083227.jpg']",unlabeled2017/000000083227.jpg,True,17,0
the scene contains 3 motorcycles parked along a curb with a white truck in the background,"['unlabeled2017/000000035517.jpg', 'unlabeled2017/000000428715.jpg', 'unlabeled2017/000000255456.jpg', 'unlabeled2017/000000347045.jpg', 'unlabeled2017/000000093197.jpg', 'unlabeled2017/000000072524.jpg', 'unlabeled2017/000000092782.jpg', 'unlabeled2017/000000480902.jpg', 'unlabeled2017/000000146666.jpg', 'unlabeled2017/000000373612.jpg']",unlabeled2017/000000373612.jpg,True,149,0
a boy bending over licking a surfboard sitting on a rocky surface,"['unlabeled2017/000000024029.jpg', 'unlabeled2017/000000525962.jpg', 'unlabeled2017/000000538161.jpg', 'unlabeled2017/000000478917.jpg', 'unlabeled2017/000000100133.jpg', 'unlabeled2017/000000251770.jpg', 'unlabeled2017/000000118103.jpg', 'unlabeled2017/000000345890.jpg', 'unlabeled2017/000000487463.jpg', 'unlabeled2017/000000386806.jpg']",unlabeled2017/000000386806.jpg,True,2,1
a man wearing a raincoat holds a light blue umbrella as he walks along a stone path by a grassy area,"['unlabeled2017/000000051267.jpg', 'unlabeled2017/000000102618.jpg', 'unlabeled2017/000000513079.jpg', 'unlabeled2017/000000250134.jpg', 'unlabeled2017/000000110850.jpg', 'unlabeled2017/000000126985.jpg', 'unlabeled2017/000000069688.jpg', 'unlabeled2017/000000439832.jpg', 'unlabeled2017/000000390151.jpg', 'unlabeled2017/000000100747.jpg']",unlabeled2017/000000051267.jpg,True,0,1
a young boy brushing his teeth beside an adult,"['unlabeled2017/000000406110.jpg', 'unlabeled2017/000000284395.jpg', 'unlabeled2017/000000058773.jpg', 'unlabeled2017/000000034992.jpg', 'unlabeled2017/000000505558.jpg', 'unlabeled2017/000000463163.jpg', 'unlabeled2017/000000303795.jpg', 'unlabeled2017/000000073875.jpg', 'unlabeled2017/000000203475.jpg', 'unlabeled2017/000000212590.jpg']",unlabeled2017/000000212590.jpg,True,66,0
"a toilet, sink, and laundry machine is in this picture of a bathroom","['unlabeled2017/000000223364.jpg', 'unlabeled2017/000000499767.jpg', 'unlabeled2017/000000511264.jpg', 'unlabeled2017/000000150806.jpg', 'unlabeled2017/000000523050.jpg', 'unlabeled2017/000000398451.jpg', 'unlabeled2017/000000063175.jpg', 'unlabeled2017/000000004190.jpg', 'unlabeled2017/000000236083.jpg', 'unlabeled2017/000000363781.jpg']",unlabeled2017/000000363781.jpg,True,4,1
a man and a woman ride on an elephant guided by a man in a red shirt,"['unlabeled2017/000000228228.jpg', 'unlabeled2017/000000518186.jpg', 'unlabeled2017/000000535203.jpg', 'unlabeled2017/000000106238.jpg', 'unlabeled2017/000000175829.jpg', 'unlabeled2017/000000044589.jpg', 'unlabeled2017/000000448123.jpg', 'unlabeled2017/000000558990.jpg', 'unlabeled2017/000000541268.jpg', 'unlabeled2017/000000389831.jpg']",unlabeled2017/000000558990.jpg,True,2,1
a group of adult men standing on the ground or on red bull themed cylinders while 1 man holds a microphone and others hold a surfboard,"['unlabeled2017/000000484223.jpg', 'unlabeled2017/000000028765.jpg', 'unlabeled2017/000000349772.jpg', 'unlabeled2017/000000346684.jpg', 'unlabeled2017/000000140971.jpg', 'unlabeled2017/000000501664.jpg', 'unlabeled2017/000000112449.jpg', 'unlabeled2017/000000252130.jpg', 'unlabeled2017/000000328684.jpg', 'unlabeled2017/000000565407.jpg']",unlabeled2017/000000484223.jpg,True,1,1
tow people in armor on horses jousting with a log home in the background,"['unlabeled2017/000000024679.jpg', 'unlabeled2017/000000481158.jpg', 'unlabeled2017/000000333542.jpg', 'unlabeled2017/000000074867.jpg', 'unlabeled2017/000000134455.jpg', 'unlabeled2017/000000364379.jpg', 'unlabeled2017/000000155958.jpg', 'unlabeled2017/000000335535.jpg', 'unlabeled2017/000000265909.jpg', 'unlabeled2017/000000296095.jpg']",unlabeled2017/000000481158.jpg,True,0,1
people with a lot luggage waiting on a bus,"['unlabeled2017/000000559328.jpg', 'unlabeled2017/000000397026.jpg', 'unlabeled2017/000000021743.jpg', 'unlabeled2017/000000083225.jpg', 'unlabeled2017/000000429852.jpg', 'unlabeled2017/000000286358.jpg', 'unlabeled2017/000000258069.jpg', 'unlabeled2017/000000399706.jpg', 'unlabeled2017/000000345033.jpg', 'unlabeled2017/000000342350.jpg']",unlabeled2017/000000342350.jpg,True,4,1
2 judges stand to better see a tennis player rushing to return the ball,"['unlabeled2017/000000161951.jpg', 'unlabeled2017/000000353264.jpg', 'unlabeled2017/000000108856.jpg', 'unlabeled2017/000000205005.jpg', 'unlabeled2017/000000135750.jpg', 'unlabeled2017/000000570320.jpg', 'unlabeled2017/000000529702.jpg', 'unlabeled2017/000000286798.jpg', 'unlabeled2017/000000193378.jpg', 'unlabeled2017/000000070131.jpg']",unlabeled2017/000000070131.jpg,True,177,0
a city street during the middle of the day,"['unlabeled2017/000000423765.jpg', 'unlabeled2017/000000122546.jpg', 'unlabeled2017/000000068321.jpg', 'unlabeled2017/000000240413.jpg', 'unlabeled2017/000000393162.jpg', 'unlabeled2017/000000332604.jpg', 'unlabeled2017/000000163368.jpg', 'unlabeled2017/000000505359.jpg', 'unlabeled2017/000000303066.jpg', 'unlabeled2017/000000167820.jpg']",unlabeled2017/000000167820.jpg,True,67,0
a person walks down a trail next to snowy paths,"['unlabeled2017/000000207170.jpg', 'unlabeled2017/000000015365.jpg', 'unlabeled2017/000000392800.jpg', 'unlabeled2017/000000168009.jpg', 'unlabeled2017/000000167233.jpg', 'unlabeled2017/000000313544.jpg', 'unlabeled2017/000000538966.jpg', 'unlabeled2017/000000461598.jpg', 'unlabeled2017/000000025981.jpg', 'unlabeled2017/000000532309.jpg']",unlabeled2017/000000532309.jpg,True,79,0
2 adults and a small child stand on a beach with surfboards on the sand near them as the ocean waves move in on the tide,"['unlabeled2017/000000031134.jpg', 'unlabeled2017/000000222021.jpg', 'unlabeled2017/000000112281.jpg', 'unlabeled2017/000000289149.jpg', 'unlabeled2017/000000290625.jpg', 'unlabeled2017/000000337470.jpg', 'unlabeled2017/000000087640.jpg', 'unlabeled2017/000000460219.jpg', 'unlabeled2017/000000027999.jpg', 'unlabeled2017/000000324520.jpg']",unlabeled2017/000000324520.jpg,True,23,0
an all nippon airways plane flying over a group of people,"['unlabeled2017/000000057024.jpg', 'unlabeled2017/000000284919.jpg', 'unlabeled2017/000000525530.jpg', 'unlabeled2017/000000401406.jpg', 'unlabeled2017/000000539711.jpg', 'unlabeled2017/000000112407.jpg', 'unlabeled2017/000000421101.jpg', 'unlabeled2017/000000312077.jpg', 'unlabeled2017/000000372668.jpg', 'unlabeled2017/000000104220.jpg']",unlabeled2017/000000104220.jpg,True,10,0
a street sign on a busy street surrounded by tall buildings,"['unlabeled2017/000000186911.jpg', 'unlabeled2017/000000572893.jpg', 'unlabeled2017/000000217337.jpg', 'unlabeled2017/000000435133.jpg', 'unlabeled2017/000000491812.jpg', 'unlabeled2017/000000535742.jpg', 'unlabeled2017/000000476181.jpg', 'unlabeled2017/000000546234.jpg', 'unlabeled2017/000000383603.jpg', 'unlabeled2017/000000098178.jpg']",unlabeled2017/000000098178.jpg,True,13,0
the black and white stripes of a zebra are shown close up,"['unlabeled2017/000000354722.jpg', 'unlabeled2017/000000317152.jpg', 'unlabeled2017/000000077259.jpg', 'unlabeled2017/000000381317.jpg', 'unlabeled2017/000000036306.jpg', 'unlabeled2017/000000359902.jpg', 'unlabeled2017/000000251542.jpg', 'unlabeled2017/000000521606.jpg', 'unlabeled2017/000000248352.jpg', 'unlabeled2017/000000188451.jpg']",unlabeled2017/000000188451.jpg,True,0,1
some zebra are grazing on grass with bushy vegetation nearby,"['unlabeled2017/000000538567.jpg', 'unlabeled2017/000000401955.jpg', 'unlabeled2017/000000500063.jpg', 'unlabeled2017/000000340797.jpg', 'unlabeled2017/000000022851.jpg', 'unlabeled2017/000000338335.jpg', 'unlabeled2017/000000248352.jpg', 'unlabeled2017/000000190739.jpg', 'unlabeled2017/000000353603.jpg', 'unlabeled2017/000000006799.jpg']",unlabeled2017/000000006799.jpg,True,35,0
a group of happy looking people prepare to cut a huge cake with a sword a a navel party,"['unlabeled2017/000000061367.jpg', 'unlabeled2017/000000102519.jpg', 'unlabeled2017/000000528260.jpg', 'unlabeled2017/000000369396.jpg', 'unlabeled2017/000000145979.jpg', 'unlabeled2017/000000423821.jpg', 'unlabeled2017/000000179703.jpg', 'unlabeled2017/000000114839.jpg', 'unlabeled2017/000000364869.jpg', 'unlabeled2017/000000310424.jpg']",unlabeled2017/000000310424.jpg,True,89,0
a brown bench sits in a grassy field full of wildflowers,"['unlabeled2017/000000021734.jpg', 'unlabeled2017/000000075140.jpg', 'unlabeled2017/000000574728.jpg', 'unlabeled2017/000000232390.jpg', 'unlabeled2017/000000232747.jpg', 'unlabeled2017/000000442454.jpg', 'unlabeled2017/000000575200.jpg', 'unlabeled2017/000000352600.jpg', 'unlabeled2017/000000007086.jpg', 'unlabeled2017/000000432463.jpg']",unlabeled2017/000000021734.jpg,True,0,1
a man driving a horse drawn carriage down a road,"['unlabeled2017/000000332632.jpg', 'unlabeled2017/000000556651.jpg', 'unlabeled2017/000000285033.jpg', 'unlabeled2017/000000233604.jpg', 'unlabeled2017/000000190584.jpg', 'unlabeled2017/000000497632.jpg', 'unlabeled2017/000000459464.jpg', 'unlabeled2017/000000319453.jpg', 'unlabeled2017/000000552421.jpg', 'unlabeled2017/000000294553.jpg']",unlabeled2017/000000294553.jpg,True,37,0
the people are standing on the tennis courts outside,"['unlabeled2017/000000422373.jpg', 'unlabeled2017/000000514354.jpg', 'unlabeled2017/000000256377.jpg', 'unlabeled2017/000000361458.jpg', 'unlabeled2017/000000213014.jpg', 'unlabeled2017/000000503577.jpg', 'unlabeled2017/000000428862.jpg', 'unlabeled2017/000000282163.jpg', 'unlabeled2017/000000309167.jpg', 'unlabeled2017/000000234760.jpg']",unlabeled2017/000000234760.jpg,True,45,0
a zebra looks down at the ground as it walks across a plainfield,"['unlabeled2017/000000290126.jpg', 'unlabeled2017/000000557310.jpg', 'unlabeled2017/000000256714.jpg', 'unlabeled2017/000000534538.jpg', 'unlabeled2017/000000536998.jpg', 'unlabeled2017/000000066949.jpg', 'unlabeled2017/000000213131.jpg', 'unlabeled2017/000000300889.jpg', 'unlabeled2017/000000547214.jpg', 'unlabeled2017/000000297887.jpg']",unlabeled2017/000000297887.jpg,True,39,0
a bus passes so close to a pick up truck that is catches the trucks mirror,"['unlabeled2017/000000357589.jpg', 'unlabeled2017/000000468473.jpg', 'unlabeled2017/000000091722.jpg', 'unlabeled2017/000000040324.jpg', 'unlabeled2017/000000352872.jpg', 'unlabeled2017/000000327879.jpg', 'unlabeled2017/000000240692.jpg', 'unlabeled2017/000000510495.jpg', 'unlabeled2017/000000517528.jpg', 'unlabeled2017/000000283300.jpg']",unlabeled2017/000000283300.jpg,True,23,0
a family of 3 is on a beach flying a kite,"['unlabeled2017/000000482162.jpg', 'unlabeled2017/000000078783.jpg', 'unlabeled2017/000000223009.jpg', 'unlabeled2017/000000137171.jpg', 'unlabeled2017/000000321538.jpg', 'unlabeled2017/000000089089.jpg', 'unlabeled2017/000000385410.jpg', 'unlabeled2017/000000096963.jpg', 'unlabeled2017/000000407878.jpg', 'unlabeled2017/000000172938.jpg']",unlabeled2017/000000172938.jpg,True,9,1
