,target_image,option
34560,./playground/data/flickr30k/flickr30k_images/2559114800.jpg,Three dogs racing madly around a racetrack .
28530,./playground/data/flickr30k/flickr30k_images/24188477.jpg,A man using heavy machinery digs a hole in a street while another man looks on from a skid loader .
77330,./playground/data/flickr30k/flickr30k_images/357924786.jpg,Two beautiful women  one is wearing white and other is wearing black tops have some good time at a restaurant .
51145,./playground/data/flickr30k/flickr30k_images/2985439112.jpg,One stuntman jumps over another stuntman who is doing a back flip from a wall
153760,./playground/data/flickr30k/flickr30k_images/7787560818.jpg,An older woman holds a boy 's hand as they walk through an outdoor marketplace .
1440,./playground/data/flickr30k/flickr30k_images/109656696.jpg,A girl in a polka dotted blue jean dress walks barefoot on a balance beam .
76150,./playground/data/flickr30k/flickr30k_images/3553476195.jpg,Two black dogs are tugging at an orange toy that is between them .
42565,./playground/data/flickr30k/flickr30k_images/2764732789.jpg,A brown and white dog wearing a red harness is running through a dry field  ears flapping .
146560,./playground/data/flickr30k/flickr30k_images/6887014959.jpg,A guy seems to be getting a lot of love as he poses in front of a lighthouse with a suave demeanor across his face .
17460,./playground/data/flickr30k/flickr30k_images/2110979954.jpg,A man wearing a beige shirt and cowboy hat ropes a calf while riding a brown horse .
131170,./playground/data/flickr30k/flickr30k_images/511814053.jpg,Two men  one holding a white cup and the other holding a phone  stand inside a room during the daytime .
158465,./playground/data/flickr30k/flickr30k_images/96692346.jpg,Male in a white sweatshirt engaged in what appears to be an intimate interaction with a female in a brown coat .
87830,./playground/data/flickr30k/flickr30k_images/39024981.jpg,Two women wearing pink T-shirts and blue jeans converse outside clothing store .
59700,./playground/data/flickr30k/flickr30k_images/3190159986.jpg,One person in short black hair wearing a purple scarf  is talking to a man that is sitting  wearing glasses and is staring at her .
605,./playground/data/flickr30k/flickr30k_images/103631543.jpg,A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant .
133675,./playground/data/flickr30k/flickr30k_images/5337563702.jpg,a young girl  in a pink dress  holding a stuffed animal in front of a small christmas tree .
21400,./playground/data/flickr30k/flickr30k_images/2235958906.jpg,A man wearing a long green coat stands in front of a flower cart holding a purple flower arrangement .
19240,./playground/data/flickr30k/flickr30k_images/2176147758.jpg,A man in a red jacket is standing by a bicycle and trailer in a city street .
43435,./playground/data/flickr30k/flickr30k_images/2785408815.jpg,A man wearing a white jacket with a name on it stands smiling at the camera in front of a white wall with a lamp illuminating a number of pictures and posters below it .
4450,./playground/data/flickr30k/flickr30k_images/1289953720.jpg,A blond lady is reaching for a light in IKEA .
6215,./playground/data/flickr30k/flickr30k_images/1370293802.jpg,A chef with glasses cooks french bread in a giant oven .
16930,./playground/data/flickr30k/flickr30k_images/2096630557.jpg,A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player .
102095,./playground/data/flickr30k/flickr30k_images/451081733.jpg,The man is wearing rolled up blue jeans and holding a video camera on a stone beach .
69860,./playground/data/flickr30k/flickr30k_images/3418562923.jpg,A young man in black and white striped shirt rests on the grass while traffic passes nearby on the road .
40850,./playground/data/flickr30k/flickr30k_images/2720190418.jpg,A woman in a red shirt and a woman in a white shirt are examining some plants .
67670,./playground/data/flickr30k/flickr30k_images/3365049500.jpg,This is the image of an Asian woman in bikinis with her legs folded and looking at an I-Pod phone on top of a swimming pool deck .
83430,./playground/data/flickr30k/flickr30k_images/3721881082.jpg,A woman and girl wearing traditional clothes  sits on the front lawn  reading from a book .
117790,./playground/data/flickr30k/flickr30k_images/4799239390.jpg,A man in a blue shirt with a duffel bag and a woman in a yellow jacket pushing a baby stroller crossing a city street .
106620,./playground/data/flickr30k/flickr30k_images/4612743480.jpg,Two elderly people wearing blue shirts are sitting by a rock formation  socializing while they eat .
42625,./playground/data/flickr30k/flickr30k_images/2766630484.jpg,A dog with its tongue out is trying to look up the tree .
73160,./playground/data/flickr30k/flickr30k_images/3490874218.jpg,A man in green on a green bike is in the air after jumping off a ramp .
107585,./playground/data/flickr30k/flickr30k_images/4631422940.jpg,Dark silhouette of woman sitting in a suspended acrobatic ring near trees .
150625,./playground/data/flickr30k/flickr30k_images/7348146586.jpg,Jockeys in brightly colored outfits are racing on their horses in the green grass .
51665,./playground/data/flickr30k/flickr30k_images/2999638340.jpg,A brown dog lays in the snow while posing for a picture .
54680,./playground/data/flickr30k/flickr30k_images/3073482341.jpg,A person in a blue uniform is suspended from a building .
94975,./playground/data/flickr30k/flickr30k_images/4267222130.jpg,A small group of people with a spotlight on them wearing red shirts and jeans at a rodeo .
157170,./playground/data/flickr30k/flickr30k_images/862683343.jpg,A rodeo rider tries to stay on a bull while another man runs toward him and several spectators watch from behind a gate .
38625,./playground/data/flickr30k/flickr30k_images/2663977526.jpg,The sign on the bin of crabs at the market says $ 12 a dozen and $ 6.50 for a half a dozen .
104415,./playground/data/flickr30k/flickr30k_images/4562181877.jpg,A tan woman is wearing a yellow  black  and red shawl holding a long piece of wood under an incomplete hut .
30555,./playground/data/flickr30k/flickr30k_images/2464118785.jpg,Several men and women stand in front of a yellow table that is covered in piles of potatoes .
100300,./playground/data/flickr30k/flickr30k_images/4467525810.jpg,Three beautiful woman are walking  they are all wearing the color blue  with the blond in the middle .
96655,./playground/data/flickr30k/flickr30k_images/4343682191.jpg,Here is a picture of a young man with sunglasses on is sitting on a chair and looking through photo albums .
84195,./playground/data/flickr30k/flickr30k_images/374437796.jpg,A group of woman are around a girl with a bouquet of flowers and holding something while smiling .
24840,./playground/data/flickr30k/flickr30k_images/2325258180.jpg,A closeup of a black dog sitting on a doll and a toy next to a fireplace .
13080,./playground/data/flickr30k/flickr30k_images/185571867.jpg,Three people walk past a construction zone fenced off with orange plastic fencing .
155170,./playground/data/flickr30k/flickr30k_images/8046655694.jpg,A small child being held by a woman  holding on to her shirt .
97995,./playground/data/flickr30k/flickr30k_images/4407537205.jpg,A child is standing alone hear a pillar reading a book while pointing at the page .
139695,./playground/data/flickr30k/flickr30k_images/5963915707.jpg,Two men in American military uniforms play a board game with two girls .
55765,./playground/data/flickr30k/flickr30k_images/3097776588.jpg,a man puts his arm around another man as they pose for a picture
78930,./playground/data/flickr30k/flickr30k_images/3616525288.jpg,Horse jockeys racing on horses in a race .
3510,./playground/data/flickr30k/flickr30k_images/123628218.jpg,Three people  one with a black shirt  one with a navy blue jacket  and one with a red t-shirt  working in an office with a large messy bookshelf .
55105,./playground/data/flickr30k/flickr30k_images/3085594016.jpg,A woman with a ponytail and another woman with a brown jacket donate to a food drive .
65470,./playground/data/flickr30k/flickr30k_images/3323419265.jpg,One woman with blond-hair smiles in the foreground while another prepares to blow a noisemaker in the background .
73630,./playground/data/flickr30k/flickr30k_images/3500399969.jpg,Seven people are posing over a structure that extends over a watery area and ocean .
147910,./playground/data/flickr30k/flickr30k_images/698107542.jpg,Child in light colored clothing standing with arms extended outward .
78425,./playground/data/flickr30k/flickr30k_images/3605100550.jpg,A brown and white dog barking through the fence at smaller black and white dog .
64465,./playground/data/flickr30k/flickr30k_images/3298233193.jpg,A small brown dog plays with a ball on the beach .
158160,./playground/data/flickr30k/flickr30k_images/94987177.jpg,While a lone guitarist plays in the background  a man wearing a white hat  shorts and hiking boots sits with his water bottle at a small table .
50785,./playground/data/flickr30k/flickr30k_images/2975253472.jpg,One man in a red shirt is falling  while another man in a blue shirt watches during a soccer game .
15245,./playground/data/flickr30k/flickr30k_images/2045127186.jpg,A young child in a red jacket and jeans lays in the snow to make a snow angel .
129500,./playground/data/flickr30k/flickr30k_images/498444334.jpg,A group of young men clowning around while enjoying a beverage .
4560,./playground/data/flickr30k/flickr30k_images/1295719054.jpg,A child in a black cape is being chased by other children .
93660,./playground/data/flickr30k/flickr30k_images/4187701204.jpg,Two kids standing in front of a painted up clown throwing a yellow ball .
154840,./playground/data/flickr30k/flickr30k_images/799486353.jpg,A girl looks out into the ocean as she stands on the sand with her yellow boogie board .
146325,./playground/data/flickr30k/flickr30k_images/6870585516.jpg,People travel on the escalator ; some are going down to the lower level  while others are going up to the next level .
84140,./playground/data/flickr30k/flickr30k_images/3741664817.jpg,Two women stand on a beach and perform stretches or yoga together  facing towards the water and away from the camera .
152485,./playground/data/flickr30k/flickr30k_images/7638876050.jpg,Two people are on a stage  one holding a microphone  another an electric guitar .
17535,./playground/data/flickr30k/flickr30k_images/2113530024.jpg,Four men in green at a soccer goal post trying to score  while 3 men in blue try to prevent it .
84345,./playground/data/flickr30k/flickr30k_images/374746113.jpg,Someone with a red shirt and light blue jeans bends over to place an object in a box outside of a store .
142335,./playground/data/flickr30k/flickr30k_images/6280386353.jpg,a woman is looking into a microscope sitting at a desk .
129550,./playground/data/flickr30k/flickr30k_images/4985722941.jpg,A man wearing a light colored shirt and shorts at an outdoor fruit and vegetable market .
62355,./playground/data/flickr30k/flickr30k_images/3248040357.jpg,A young man looks down at his skateboard while snow covers the ground and cars on the street .
111745,./playground/data/flickr30k/flickr30k_images/4698189420.jpg,A young black person on a bike rides in front of a gate decorated with roosters .
139820,./playground/data/flickr30k/flickr30k_images/5981613590.jpg,A group of dancers dressed in red and wearing short white tutus conversing  while a single dancer is practicing in the background .
5175,./playground/data/flickr30k/flickr30k_images/1325846369.jpg,A man in a white t-shirt and jeans standing on a scaffold outside a building .
90420,./playground/data/flickr30k/flickr30k_images/402685953.jpg,A cowboy wearing a baseball cap is on a horse in a rodeo corral preparing to throw the rope he is spinning over the young  small steer which he is chasing .
107405,./playground/data/flickr30k/flickr30k_images/462725077.jpg,Two Asian women  one older  one younger  are surrounded by oriental trinkets .
54970,./playground/data/flickr30k/flickr30k_images/3084001782.jpg,A woman holding a red cup with a straw in it sits in front of a man and a woman looking at a book .
40720,./playground/data/flickr30k/flickr30k_images/2716680617.jpg,A young boy washes himself off with water form an orange bucket at his feet .
40,./playground/data/flickr30k/flickr30k_images/1001465944.jpg,An asian man wearing a black suit stands near a dark-haired woman and a brown-haired woman .
31670,./playground/data/flickr30k/flickr30k_images/2494519396.jpg,A person giving directions to a crowd of younger people .
147130,./playground/data/flickr30k/flickr30k_images/6924870910.jpg,Photo taken from underneath a motocross rider on his bike  balancing his back tire on a single rock  looking down at the photographer with a clear blue sky and shining sun behind him .
22845,./playground/data/flickr30k/flickr30k_images/2275928920.jpg,Two people dressed warmly and sporting fur hats are outdoors at a table festooned with various items in front of an orange building with prominent ducts .
155260,./playground/data/flickr30k/flickr30k_images/8060276063.jpg,Several soccer players are in a stadium playing soccer while a large audience watches them .
37475,./playground/data/flickr30k/flickr30k_images/2635248278.jpg,A man dressed in blue holding an orange bucket stands in the sea  with a swan-like bird in the distance .
121385,./playground/data/flickr30k/flickr30k_images/4851882232.jpg,A man with long hair is bending down to get something  as a woman and child  both in baseball caps  sit on the ground and watch .
81010,./playground/data/flickr30k/flickr30k_images/3666188047.jpg,A child in a yellow shirt is playing a red arcade ride .
36675,./playground/data/flickr30k/flickr30k_images/2612759786.jpg,One person kneels in front of a plastic bucket  while another leans toward a doorway and a third person looks on from a dilapidated building .
98465,./playground/data/flickr30k/flickr30k_images/4431086360.jpg,A woman is standing in the middle of a snow covered sidewalk as a bus has long passed her up .
74725,./playground/data/flickr30k/flickr30k_images/3525074413.jpg,Climbers dressed in warm clothing are at the base of a small mountain .
21720,./playground/data/flickr30k/flickr30k_images/224657109.jpg,Three people in red overalls collect by a door with is being refinished .
105360,./playground/data/flickr30k/flickr30k_images/4583731865.jpg,Two African-American males wakes a Dallas Mavericks basketball game in classroom .
41935,./playground/data/flickr30k/flickr30k_images/27499590.jpg,A man in a gray t-shirt is playing guitar and singing .
86095,./playground/data/flickr30k/flickr30k_images/3826387121.jpg,Two girls with hast and almost matching skirts are carrying something in colorful bundled blankets on their backs .
99360,./playground/data/flickr30k/flickr30k_images/4447650454.jpg,A red tree standing in front of a white building with a white Range Rover parked beneath it .
54335,./playground/data/flickr30k/flickr30k_images/306326929.jpg,An attractive woman in a red shirt and denim skirt is about to release an orange ball in a bowling alley .
3625,./playground/data/flickr30k/flickr30k_images/1242629236.jpg,A man is sitting on a short stool  with his back turned to the camera  facing some stacked orange and yellow crates .
133165,./playground/data/flickr30k/flickr30k_images/5293036215.jpg,Two women standing outdoors on a winter day in the countryside .
87580,./playground/data/flickr30k/flickr30k_images/3887721909.jpg,Two ladies in matching dresses and shoes  both wearing straw hats pulled down over their faces  are napping on a bench next to a rolling suitcase .
153815,./playground/data/flickr30k/flickr30k_images/77977382.jpg,Seated in the company of adults  a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board .
144935,./playground/data/flickr30k/flickr30k_images/6696752075.jpg,A young boy in a Texas Rangers uniform opens his glove right before he catches a baseball .
144680,./playground/data/flickr30k/flickr30k_images/6647904677.jpg,A group of people in blue Arabian robes and white headdresses is on yellow bicycles in the street in front of a tall building .
136540,./playground/data/flickr30k/flickr30k_images/5608502395.jpg,It looks as though a young boy is getting someone on one attention from a martial arts instructor .
98090,./playground/data/flickr30k/flickr30k_images/4411798387.jpg," Two of the members of Lynyrd Skynyrd are performing on stage playing guitar in front of a sign that says  "" Lynyrd Skynyrd  God and Guns  World Tour """
62255,./playground/data/flickr30k/flickr30k_images/3246613257.jpg,A girl  dressed in winter clothing  is rolling a giant snowball along the snow-covered ground .
122570,./playground/data/flickr30k/flickr30k_images/4868008430.jpg,The man in black shirt is showing some photo album to others .
126010,./playground/data/flickr30k/flickr30k_images/4930663116.jpg,A little boy in a green shirt plays ping-pong with a man in a blue Nike shirt .
36940,./playground/data/flickr30k/flickr30k_images/2620483456.jpg,A happy little boy bounces down a large balloon slide wearing a red t-shirt and white socks .
38740,./playground/data/flickr30k/flickr30k_images/2666179615.jpg,a closeup picture of a girl with long black hair and one hand raised in the air .
40270,./playground/data/flickr30k/flickr30k_images/2706068775.jpg,A group of children gathered in front of a carnival game booth with stuffed animals hanging overhead .
28270,./playground/data/flickr30k/flickr30k_images/241347496.jpg,The football player dressed in red and white gets ready to throw the ball .
90660,./playground/data/flickr30k/flickr30k_images/4039846249.jpg,A boy in sunglasses  a blue  hooded  zipped up sweater and brown shorts is running from a camp of tents .
28285,./playground/data/flickr30k/flickr30k_images/241347611.jpg,A man on the coaching staff for OU has sunglasses on his head during a football game .
157140,./playground/data/flickr30k/flickr30k_images/862156271.jpg,Two women  one with a head bandanna  are standing next to each other while one holds a bottle .
119405,./playground/data/flickr30k/flickr30k_images/4820804277.jpg,Pictured from behind a young little girl looking over books at an outdoor book sale .
99740,./playground/data/flickr30k/flickr30k_images/4453893059.jpg,Group of children in blue an gray uniforms outside standing in front of a blue and green building .
123270,./playground/data/flickr30k/flickr30k_images/4882049894.jpg,A group of boys is playing some game on the field .
3255,./playground/data/flickr30k/flickr30k_images/121971540.jpg,Two people outside cleaning windows while on a ledge of a boat .
88005,./playground/data/flickr30k/flickr30k_images/390901667.jpg,Three women are shown in front of a washer and dryer ; one hoists a beverage bottle while a woman appears to hand-feed a muffin to a third .
68830,./playground/data/flickr30k/flickr30k_images/3393926562.jpg,A man with dark glasses  a black jacket  and a white and red horizontally-striped shirt pointing at something while standing on a sidewalk .
105620,./playground/data/flickr30k/flickr30k_images/4589015431.jpg,A senior citizen wearing a blue jacket and cap stands in front of a GNC building .
83750,./playground/data/flickr30k/flickr30k_images/3728256505.jpg,A man on inline skates does a trick on a cracked concrete ramp .
43460,./playground/data/flickr30k/flickr30k_images/2786219341.jpg,There is a man dressed in black walking past the subway as people are getting off .
50625,./playground/data/flickr30k/flickr30k_images/2970827076.jpg,A man waits for business behind the counter of a tourist shop in London .
3575,./playground/data/flickr30k/flickr30k_images/12393804.jpg,A man with a large red feather in his hat is sitting on top of a horse .
101730,./playground/data/flickr30k/flickr30k_images/4503962385.jpg,A man in a blue shirt is pulling a cart loaded with a lot of aluminum cans .
113745,./playground/data/flickr30k/flickr30k_images/4729408045.jpg,An emergency worker uses the jaws of life to cut into an overturned vehicle .
120715,./playground/data/flickr30k/flickr30k_images/4839471901.jpg,People are walking on the street  and cars are standing on the intersection for the red light .
70305,./playground/data/flickr30k/flickr30k_images/3427540832.jpg,a man is wearing a black hat and a brown scarf in a city street .
55800,./playground/data/flickr30k/flickr30k_images/3098463915.jpg,A group of people are standing near microphones and singing from papers .
91060,./playground/data/flickr30k/flickr30k_images/4056514744.jpg,Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk .
105460,./playground/data/flickr30k/flickr30k_images/4585566336.jpg,A man wearing a white striped shirt is dancing in the center of the dance floor with a woman in a showy black and white dress and high black leather boots .
144675,./playground/data/flickr30k/flickr30k_images/6647902055.jpg,Four men in white and red play various instruments together on the sidewalk .
49875,./playground/data/flickr30k/flickr30k_images/2947452329.jpg,Soccer player in blue is wiping his mouth with his shirt .
108930,./playground/data/flickr30k/flickr30k_images/465357550.jpg,Male surfer with yellow surfboard and dog walking down picturesque beach and large rocks .
28365,./playground/data/flickr30k/flickr30k_images/2414384480.jpg,A group of people are standing on a platform and waiting for the subway train .
50190,./playground/data/flickr30k/flickr30k_images/2956835181.jpg,Two soldiers wearing camouflage are getting food from a woman in white as two people in white stand behind a counter watching .
52025,./playground/data/flickr30k/flickr30k_images/3008684665.jpg,A man in orange vest with a rifle in one hand and a dead bird in the other smiling .
137280,./playground/data/flickr30k/flickr30k_images/5691273582.jpg,A guy with a mop in hand is standing on a blue covered stage with a carnival ride in the background .
127370,./playground/data/flickr30k/flickr30k_images/4948440838.jpg,A young woman in high heels and a short denim skirt stands holding a cellphone in front of a guard-rail on an urban street .
55020,./playground/data/flickr30k/flickr30k_images/3084472444.jpg,Two people wearing orange coveralls are cleaning the street from garbage .
3590,./playground/data/flickr30k/flickr30k_images/1240297429.jpg,A dog is wearing a red number 6 and running through a field of green grass while being chased by a bird .
38265,./playground/data/flickr30k/flickr30k_images/2655183854.jpg,The woman in the black shirt is pointing in front of her with a cement wall in front of her .
101220,./playground/data/flickr30k/flickr30k_images/4488946680.jpg,A barista that is wearing a black shirt is making a cup of coffee using a big machine .
142910,./playground/data/flickr30k/flickr30k_images/632608471.jpg,The little ballerinas are all wearing white bows  dresses and leggings .
148350,./playground/data/flickr30k/flickr30k_images/7024546475.jpg,A kid is using a screwdriver on what looks to be a typewriter .
114295,./playground/data/flickr30k/flickr30k_images/4738236580.jpg,Two priests wearing white robes and black hats  clasp their hands in front of themselves and appear to be leading a church service .
114365,./playground/data/flickr30k/flickr30k_images/4739158920.jpg,Children in bright swimwear are seen playing in a fountain set in an outdoor plaza .
35455,./playground/data/flickr30k/flickr30k_images/2581066814.jpg,Three naked people ride bicycles in a city street while law enforcement and a crowd looks on .
98820,./playground/data/flickr30k/flickr30k_images/4439244465.jpg,A guy  who is holding cardboard  and a girl are walking down a sidewalk next to a street and in the background an older man with a cane is walking the other direction  but turning and looking at them .
96950,./playground/data/flickr30k/flickr30k_images/4357061908.jpg,An oriental young man is closely examining a small object in his hand  among two boxes on a table filled with what looks like ribbon .
31240,./playground/data/flickr30k/flickr30k_images/2480000122.jpg,An artist in a black sweater is sculpting large rocks .
52905,./playground/data/flickr30k/flickr30k_images/3028530557.jpg,A boy wearing a red sweatshirt is raking a pile of leaves .
24965,./playground/data/flickr30k/flickr30k_images/232874193.jpg,A long-haired black and brown dog runs through the grass .
126560,./playground/data/flickr30k/flickr30k_images/4936359688.jpg,In the evening  several people are sitting at tables outside a brightly lit cafe with a dark awning and a chalkboard menu .
142945,./playground/data/flickr30k/flickr30k_images/6332487919.jpg,An Indian woman covers her face with a beautiful veil in a store market .
17440,./playground/data/flickr30k/flickr30k_images/2110633040.jpg,An older man wearing a blue hat and dark clothes  sits on a ledge with a bag resting near his feet
34915,./playground/data/flickr30k/flickr30k_images/2568065443.jpg,A little girl is crying on a dinner room chair in front of a table with a plate of toast  a cup  and a juice box .
32445,./playground/data/flickr30k/flickr30k_images/2513740120.jpg,A slightly overweight young man  with long black hair and a green sweatshirt  leans back in a chair holding a bottle to his chest .
138915,./playground/data/flickr30k/flickr30k_images/5885795251.jpg,A man in black is kissing a woman in a white wedding dress while a man in the foreground takes a picture .
106775,./playground/data/flickr30k/flickr30k_images/461505235.jpg,A person is climbing a cliff wall  over a rocky shore  using a rope .
151405,./playground/data/flickr30k/flickr30k_images/748376144.jpg,Two men painting a wall mural with vivid colors of pinks  greens and blue .
73405,./playground/data/flickr30k/flickr30k_images/3497217792.jpg,A man in a blue shirt walking down the street with another man peddling a food cart down the street .
60260,./playground/data/flickr30k/flickr30k_images/3203653158.jpg,An African person standing in a wheat field .
30845,./playground/data/flickr30k/flickr30k_images/2471184383.jpg,A woman in blue in a kitchen with a tea kettle of steaming hot water in her hand .
59160,./playground/data/flickr30k/flickr30k_images/318070878.jpg,A young woman carries a lot of colorful scarves on the beach .
59045,./playground/data/flickr30k/flickr30k_images/3178460509.jpg,A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head .
91965,./playground/data/flickr30k/flickr30k_images/4097554482.jpg,A man in a suit is walking down the street carrying a brown paper bag .
109970,./playground/data/flickr30k/flickr30k_images/4673314291.jpg,Three individuals sit on short metal posts outside of a building .
90030,./playground/data/flickr30k/flickr30k_images/4005015759.jpg,A bird is flying through the air while children are playing on the beach .
49485,./playground/data/flickr30k/flickr30k_images/2938523789.jpg,A young man and mother in the kitchen washing and drying the dishes .
48125,./playground/data/flickr30k/flickr30k_images/2906329398.jpg,One woman and two young girls are sitting outside on chairs made out of tree stumps .
81525,./playground/data/flickr30k/flickr30k_images/367740415.jpg,A young boy dressed in blue jumps in the air with his arms held high .
149450,./playground/data/flickr30k/flickr30k_images/7171741452.jpg,A swimmer in white goggles does the backstroke  with one arm up in the air  between blue and white lane markers .
135795,./playground/data/flickr30k/flickr30k_images/5518766647.jpg,Adult female and younger child  both dressed in blue  sitting on a colorful horse on a carousel .
53630,./playground/data/flickr30k/flickr30k_images/3046126634.jpg,A lady with a striped shirt is about to give a bath to a baby she is holding across her lap  in front of a little blue bathtub .
153345,./playground/data/flickr30k/flickr30k_images/7735129098.jpg,One man is making sure the scope is right and the other is getting ready to shoot the gun .
149910,./playground/data/flickr30k/flickr30k_images/7239534164.jpg,Man and a woman in a red dress dancing on stage in front of other dancers and a metro PCS sign .
120965,./playground/data/flickr30k/flickr30k_images/4845758265.jpg,A person in a white shirt stands near the middle of a large white circular floor with black stripes lining the edges and a series of black numbers below said stripes .
30435,./playground/data/flickr30k/flickr30k_images/2460799229.jpg,The three boys who are wearing life jackets are looking into the water .
66085,./playground/data/flickr30k/flickr30k_images/3335660166.jpg,Two dark-haired men in white shirts with gray stripes walk into the field of view .
28885,./playground/data/flickr30k/flickr30k_images/242558556.jpg,A woman with blond-hair is smiling and putting on a white sweater .
40675,./playground/data/flickr30k/flickr30k_images/2716251485.jpg,A man carrying an orange bag walks past two British style telephone boxes .
87630,./playground/data/flickr30k/flickr30k_images/3890054701.jpg,Three men  dressed in casual attire  are jumping in the air above a flat artificial surface .
126945,./playground/data/flickr30k/flickr30k_images/494174844.jpg,Six people sitting by the window in a restaurant  getting ready to order .
28390,./playground/data/flickr30k/flickr30k_images/2414986483.jpg,A man in a black suit dances with a young girl in plaid pants in an outdoor plaza .
77240,./playground/data/flickr30k/flickr30k_images/3578318751.jpg,A large audience of people seated at banquet tables is watching the happenings on a stage surrounded by blue curtains .
153485,./playground/data/flickr30k/flickr30k_images/7756821586.jpg,A young man playing a prize game with a toy gun rifle .
100430,./playground/data/flickr30k/flickr30k_images/4470667650.jpg,Some people are sitting along the wall  and some people are walking along the street .
995,./playground/data/flickr30k/flickr30k_images/1067675215.jpg,A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .
89080,./playground/data/flickr30k/flickr30k_images/3963996930.jpg,A man in a red shirt sits while leaning on a walker and holding a water bottle .
77850,./playground/data/flickr30k/flickr30k_images/3591170729.jpg,a man wearing a white shirt and blue jeans falling down on a skateboarding ramp .
75540,./playground/data/flickr30k/flickr30k_images/3541204170.jpg,A middle-aged man wearing a white shirt  black shorts and a white hat is running on the road .
156205,./playground/data/flickr30k/flickr30k_images/8209386413.jpg,A small child around eight years old sits on top of a rock  overlooking a picturesque forest below him .
70170,./playground/data/flickr30k/flickr30k_images/3425662680.jpg,A group of horses and riders are playing polo on the grass .
155645,./playground/data/flickr30k/flickr30k_images/8116539330.jpg,Two Indian children in formal costume happily performing a ritual dance .
75220,./playground/data/flickr30k/flickr30k_images/3534668485.jpg,two girls  one in black and one in white are talking on cellphones in front a wall covered in music posters .
36255,./playground/data/flickr30k/flickr30k_images/260217340.jpg,A black woman with a red turban is wrapped in a towel and wears a pink shirt near a bucket .
52530,./playground/data/flickr30k/flickr30k_images/3019917636.jpg,A woman is riding a blue bicycle in a park .
71820,./playground/data/flickr30k/flickr30k_images/3461583471.jpg,A snowboarder performs a jump on the clean  white snow .
18995,./playground/data/flickr30k/flickr30k_images/2167365840.jpg,A man is about to saw off a small tree limb while a child in a fireman 's hat watches .
149175,./playground/data/flickr30k/flickr30k_images/7133501207.jpg,Two men  one wearing a cowboy hat and a black shirt and the other with his eyes closed and wearing a black baseball cap and a plaid blue shirt are playing guitars  as a woman with a plastic cup watches .
156950,./playground/data/flickr30k/flickr30k_images/858747984.jpg,Two boys climbing down a rock with an older blond man talking to more people at the top of the rock .
96540,./playground/data/flickr30k/flickr30k_images/4337308572.jpg,A person is standing on a snowy mountain covered in snow while wearing ski gear and is holding one ski stick .
31030,./playground/data/flickr30k/flickr30k_images/247470362.jpg,A man wearing a tank top is positioning a piece of metal over his head .
96890,./playground/data/flickr30k/flickr30k_images/4352857810.jpg,A woman in a black tank top and shorts listens to headphones and walks on a sidewalk next to water .
1730,./playground/data/flickr30k/flickr30k_images/11131022.jpg,Older man in a hat  yellow shirt and dress slacks playing in the sand with a young boy .
9725,./playground/data/flickr30k/flickr30k_images/155215598.jpg,Two people in green jackets are talking to a young man about him playing a dulcimer .
144545,./playground/data/flickr30k/flickr30k_images/661757041.jpg,A small black and brown long-haired dog prepares to catch a red ball in the grass .
133715,./playground/data/flickr30k/flickr30k_images/5340639100.jpg,Six young man and one young woman are sitting and standing around a table at a bowling alley .
145200,./playground/data/flickr30k/flickr30k_images/6756425037.jpg,Two African boys are wearing orange paint on their faces  multiple necklaces  and earrings while embracing each other out front of a hut and looking at the camera .
61380,./playground/data/flickr30k/flickr30k_images/3225729247.jpg,a woman with dark hair in bending  open mouthed  towards the back of a dark headed toddler 's head .
52535,./playground/data/flickr30k/flickr30k_images/3019923691.jpg,A black dog wearing an orange collar is entangled with fishing wire .
74600,./playground/data/flickr30k/flickr30k_images/3522349685.jpg,A little girl is petting her white  fluffy cat .
49210,./playground/data/flickr30k/flickr30k_images/2933359877.jpg,A woman wearing a blue dress and black tights and black shoes in front of train
32640,./playground/data/flickr30k/flickr30k_images/252039335.jpg,A man is sitting in a tiny bathtub  smiling at the camera with a candle lit in the background .
28485,./playground/data/flickr30k/flickr30k_images/2417745327.jpg,The brown dog is running parallel to the waves in the water .
7070,./playground/data/flickr30k/flickr30k_images/1411855204.jpg,One young man with short orange hair is fiddling his thumbs and sitting down looking very bored .
57620,./playground/data/flickr30k/flickr30k_images/3146509215.jpg,A group of 9 friends are all taking a mid-jump picture on a beach  all bundled up in jackets and most of them with scarves .
153900,./playground/data/flickr30k/flickr30k_images/7806900430.jpg,Three girls in street clothes and sneakers perform act out a synchronized performance or dance while on a stage .
97430,./playground/data/flickr30k/flickr30k_images/4378810163.jpg,Two women with ID cards around their necks are staring in the same direction .
32970,./playground/data/flickr30k/flickr30k_images/25268657.jpg,Two young boys  one with a red white and blue hat and another with a gray shirt  stand behind a tree and some foliage .
147490,./playground/data/flickr30k/flickr30k_images/6953298252.jpg,A soccer player in a yellow jersey heads a soccer ball while a player in an orange jersey is in close pursuit .
